panel	item	group	metric	value	status	source_path	notes
D_pathway_layer	REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	immune_myeloid	minus_log10_bh_fdr	2.58337	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TCR_SIGNALING	immune_myeloid	minus_log10_bh_fdr	2.23414	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DOWNSTREAM_TCR_SIGNALING	immune_myeloid	minus_log10_bh_fdr	2.20188	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	immune_myeloid	minus_log10_bh_fdr	1.74946	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	immune_myeloid	minus_log10_bh_fdr	1.66022	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	immune_myeloid	minus_log10_bh_fdr	1.58705	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	immune_myeloid	minus_log10_bh_fdr	1.46772	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	immune_myeloid	minus_log10_bh_fdr	1.40104	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	immune_myeloid	minus_log10_bh_fdr	1.32167	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	immune_myeloid	minus_log10_bh_fdr	1.314	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	HALLMARK_TNFA_SIGNALING_VIA_NFKB	t_nk	minus_log10_bh_fdr	8.45104	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APOPTOSIS	t_nk	minus_log10_bh_fdr	6.92266	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INTERFERON_GAMMA_RESPONSE	t_nk	minus_log10_bh_fdr	5.94923	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INFLAMMATORY_RESPONSE	t_nk	minus_log10_bh_fdr	5.57467	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_P53_PATHWAY	t_nk	minus_log10_bh_fdr	5.51994	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_HYPOXIA	t_nk	minus_log10_bh_fdr	5.02831	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	t_nk	minus_log10_bh_fdr	18.9394	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TCR_SIGNALING	t_nk	minus_log10_bh_fdr	7.60946	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DOWNSTREAM_TCR_SIGNALING	t_nk	minus_log10_bh_fdr	5.20056	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	t_nk	minus_log10_bh_fdr	4.55273	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_SIGNALING	t_nk	minus_log10_bh_fdr	4.11894	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_APOPTOSIS	t_nk	minus_log10_bh_fdr	4.08429	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	t_nk	minus_log10_bh_fdr	4.01696	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	t_nk	minus_log10_bh_fdr	3.2367	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	t_nk	minus_log10_bh_fdr	2.48435	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TP53_REGULATES_METABOLIC_GENES	t_nk	minus_log10_bh_fdr	1.95624	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_GAMMA_SIGNALING	t_nk	minus_log10_bh_fdr	1.57896	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	t_nk	minus_log10_bh_fdr	1.47504	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_REGULATION_OF_TP53_ACTIVITY	t_nk	minus_log10_bh_fdr	1.46846	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	caf_fibroblast	minus_log10_bh_fdr	12.0405	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_HYPOXIA	caf_fibroblast	minus_log10_bh_fdr	2.13083	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_ANGIOGENESIS	caf_fibroblast	minus_log10_bh_fdr	2.12379	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APOPTOSIS	caf_fibroblast	minus_log10_bh_fdr	1.86465	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APICAL_JUNCTION	caf_fibroblast	minus_log10_bh_fdr	1.51285	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	caf_fibroblast	minus_log10_bh_fdr	11.069	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_FORMATION	caf_fibroblast	minus_log10_bh_fdr	5.45108	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	caf_fibroblast	minus_log10_bh_fdr	5.44041	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	caf_fibroblast	minus_log10_bh_fdr	5.11747	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	caf_fibroblast	minus_log10_bh_fdr	4.80391	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	caf_fibroblast	minus_log10_bh_fdr	3.8601	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_DEGRADATION	caf_fibroblast	minus_log10_bh_fdr	3.34686	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	caf_fibroblast	minus_log10_bh_fdr	3.12579	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	caf_fibroblast	minus_log10_bh_fdr	2.88714	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_APOPTOSIS	caf_fibroblast	minus_log10_bh_fdr	1.4913	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
E_atlas_marker_overlap	pdac_gse154778_C0	ductal/malignant-context	overlap_n	7	supported	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Peng et al., Cell Research 2019
E_atlas_marker_overlap	pdac_gse154778_C1	ductal/malignant-context	overlap_n	3	supported	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Peng et al., Cell Research 2019
E_atlas_marker_overlap	pdac_gse154778_C2	ductal/malignant-context	overlap_n	0	weak_or_not_detected	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Peng et al., Cell Research 2019
E_atlas_marker_overlap	pdac_gse154778_C3	myeloid/macrophage	overlap_n	10	supported	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Peng et al., Cell Research 2019
E_atlas_marker_overlap	pdac_gse154778_C4	ductal/malignant-context	overlap_n	1	weak_or_not_detected	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Peng et al., Cell Research 2019
E_atlas_marker_overlap	pdac_gse263733_C0	T/NK cell	overlap_n	9	supported	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Oh et al., Nature Communications 2023
E_atlas_marker_overlap	pdac_gse263733_C1	ductal/malignant-context	overlap_n	8	supported	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Peng et al., Cell Research 2019
E_atlas_marker_overlap	pdac_gse263733_C2	myeloid/macrophage	overlap_n	10	supported	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Peng et al., Cell Research 2019
E_atlas_marker_overlap	pdac_gse263733_C3	T/NK cell	overlap_n	5	supported	results/pdac_tme/pathway_atlas_validation/pdac_atlas_marker_citation_mapping.tsv	Oh et al., Nature Communications 2023
F_stability_boundary	pdac_gse154778	RMTGuard	mean_pairwise_ari	0.619358	rmtguard	results/manuscript_stability_benchmarks/pdac_gse154778_stability_summary.tsv;results/manuscript_stability_benchmarks/pdac_gse263733_stability_summary.tsv	Context only; not a stability-superiority claim.
F_stability_boundary	pdac_gse154778	"best baseline
scanpy_default_like"	mean_pairwise_ari	0.792964	baseline	results/manuscript_stability_benchmarks/pdac_gse154778_stability_summary.tsv;results/manuscript_stability_benchmarks/pdac_gse263733_stability_summary.tsv	Context only; not a stability-superiority claim.
F_stability_boundary	pdac_gse263733	RMTGuard	mean_pairwise_ari	0.704197	rmtguard	results/manuscript_stability_benchmarks/pdac_gse154778_stability_summary.tsv;results/manuscript_stability_benchmarks/pdac_gse263733_stability_summary.tsv	Context only; not a stability-superiority claim.
F_stability_boundary	pdac_gse263733	"best baseline
scanpy_default_like"	mean_pairwise_ari	0.785348	baseline	results/manuscript_stability_benchmarks/pdac_gse154778_stability_summary.tsv;results/manuscript_stability_benchmarks/pdac_gse263733_stability_summary.tsv	Context only; not a stability-superiority claim.
